pmid,pmcid,doi,title,year,xml_path,source_url
nan,PMC3190158,nan,The oligomeric state of the truncated mechanosensitive channel of large conductance shows no variance in vivo.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3190158.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3190158/
nan,PMC3289768,nan,Three routes to modulate the pore size of the MscL channel/nanovalve,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3289768.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3289768/
nan,PMC3508904,nan,The dynamics of protein-protein interactions between domains of MscL at the cytoplasmic-lipid interface,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3508904.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3508904/
nan,PMC3430326,nan,The MscS and MscL families of mechanosensitive channels act as microbial emergency release valves,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3430326.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3430326/
nan,PMC3593973,nan,Chimeras reveal a single lipid-interface residue that controls MscL channel kinetics as well as mechanosensitivity,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3593973.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3593973/
nan,PMC5018776,nan,Evidence for extensive horizontal gene transfer from the draft genome of a tardigrade,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5018776.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5018776/
nan,PMC4896697,nan,Reply to Bemm et al. and Arakawa: Identifying foreign genes in independent Hypsibius dujardini genome assemblies,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4896697.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4896697/
nan,PMC11127935,nan,Tardigrades Use Intrinsically Disordered Proteins to Survive Desiccation.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11127935.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11127935/
nan,PMC11831363,nan,Desiccation of Hypsibius exemplaris,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11831363.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11831363/
nan,PMC11930778,nan,The biology of tardigrade disordered proteins in extreme stress tolerance.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11930778.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11930778/
nan,PMC8816950,nan,Production of reactive oxygen species and involvement of bioprotectants during anhydrobiosis in the tardigrade Paramacrobiotus spatialis,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8816950.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8816950/
nan,PMC3774184,nan,Partial weight suspension: A novel murine model for investigating adaptation to reduced musculoskeletal loading.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3774184.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3774184/
nan,PMC4118556,nan,"Partial reductions in mechanical loading yield proportional changes in bone density, bone architecture, and muscle mass",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4118556.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4118556/
nan,PMC4653813,nan,Spaceflight and hind limb unloading induce similar changes in electrical impedance characteristics of mouse gastrocnemius muscle,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4653813.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653813/
nan,PMC6915713,nan,Spaceflight Activates Lipotoxic Pathways in Mouse Liver,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6915713.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6915713/
nan,PMC6124165,nan,Treatment with a soluble bone morphogenetic protein type 1A receptor (BMPR1A) fusion protein increases bone mass and bone formation in mice subjected to hindlimb unloading.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6124165.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124165/
nan,PMC8509868,nan,RNAseq and RNA molecular barcoding reveal differential gene expression in cortical bone following hindlimb unloading in female mice,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8509868.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8509868/
nan,PMC11063234,nan,Proteomic and phosphoproteomic characterization of cardiovascular tissues after long term exposure to simulated space radiation,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11063234.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11063234/
nan,PMC5672023,nan,Adaptive Changes in the Vestibular System of Land Snail to a 30-Day Spaceflight and Readaptation on Return to Earth,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5672023.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5672023/
nan,PMC5899691,nan,"Morphology of the Utricular Otolith Organ in the Toadfish, Opsanus tau",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5899691.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5899691/
nan,PMC6204554,nan,"Influence of Magnitude and Duration of Altered Gravity and Readaptation to 1g on the Structure and Function of the Utricle in Toadfish, Opsanus tau.",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6204554.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204554/
nan,PMC4064004,nan,Organization of the ER-Golgi interface for membrane traffic control.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4064004.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4064004/
nan,PMC3818365,nan,IRE1: ER stress sensor and cell fate executor.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3818365.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3818365/
nan,PMC3981873,nan,Inter-regulation of the unfolded protein response and auxin signaling.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3981873.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3981873/
nan,PMC4150462,nan,Endoplasmic reticulum-shape and function in stress translation,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4150462.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4150462/
nan,PMC4378170,nan,Galactose-depleted xycoglucan is dysfunctional and leads to dwarfism in Arabidopsis,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4378170.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378170/
nan,PMC4618186,nan,"Unfolded protein response in plants: one master, many questions.",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4618186.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4618186/
nan,PMC4453782,nan,Vesicles versus Tubes: Is Endoplasmic Reticulum-Golgi Transport in Plants Fundamentally Different from Other Eukaryotes?,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4453782.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4453782/
nan,PMC4902601,nan,Pectin methylesterification impacts the relationship between photosynthesis and plant growth.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4902601.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4902601/
nan,PMC4776492,nan,Reduced Chloroplast Coverage genes from Arabidopsis thaliana help to establish the size of the chloroplast compartment,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4776492.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4776492/
nan,PMC5415411,nan,Maintaining the factory: The roles of the unfolded protein response in cellular homeostasis in plants.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5415411.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5415411/
nan,PMC6289879,nan,NADPH oxidase activity is required for ER stress survival in plants.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6289879.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6289879/
nan,PMC7987364,nan,Relevance of the Unfolded Protein Response to Spaceflight-Induced Transcriptional Reprogramming in Arabidopsis,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7987364.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7987364/
nan,PMC8099722,nan,Reanalysis of the Mars500 experiment reveals common gut microbiome alterations in astronauts induced by long-duration confinement,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8099722.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8099722/
nan,PMC5116466,nan,"High atomic weight, high-energy radiation (HZE) induces transcriptional responses shared with conventional stresses in addition to a core ""DSB"" response specific to clastogenic treatments",,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5116466.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5116466/
nan,PMC4033213,nan,Genomic stability in response to high versus low linear energy transfer radiation in Arabidopsis thaliana,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4033213.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4033213/
nan,PMC6081456,nan,Acceleration profiles and processing methods for parabolic flight.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6081456.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6081456/
nan,PMC5955502,nan,Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5955502.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5955502/
nan,PMC10285634,nan,Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10285634.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10285634/
nan,PMC11271499,nan,Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11271499.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/
nan,PMC6062551,nan,Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6062551.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6062551/
nan,PMC9832585,nan,Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC9832585.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9832585/
nan,PMC7829349,nan,Genomic and functional characterization of Enterococcus faecalis isolates recovered from the International Space Station and their potential for pathogenicity,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7829349.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829349/
nan,PMC3570223,nan,Evaluation of in vitro macrophage differentiation during space flight.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3570223.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3570223/
nan,PMC3457586,nan,Identification of critical host mitochondrion-associated genes during Ehrlichia chaffeensis infections,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3457586.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3457586/
nan,PMC3558598,nan,Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3558598.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/
nan,PMC11046949,nan,Development and characterization of two porcine monocyte-derived macrophage cell lines.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11046949.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/
nan,PMC3890248,nan,Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3890248.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/
nan,PMC3868799,nan,Bone marrow leptin signaling mediates obesity-associated adipose tissue inflammation in male mice.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3868799.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868799/
nan,PMC4960141,nan,Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4960141.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/
nan,PMC5736159,nan,Validation of methods to assess the immunoglobulin gene repertoire in tissues obtained from mice on the International Space Station.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5736159.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5736159/
nan,PMC5761896,nan,Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5761896.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/
nan,PMC5826609,nan,Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC5826609.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/
nan,PMC6366624,nan,A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC6366624.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/
nan,PMC11929063,nan,Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11929063.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/
nan,PMC11929063,nan,Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC11929063.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/
nan,PMC10996920,nan,An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC10996920.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10996920/
nan,PMC7954810,nan,Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7954810.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7954810/
nan,PMC4228280,nan,Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC4228280.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4228280/
nan,PMC3639165,nan,Spaceflight promotes biofilm formation by Pseudomonas aeruginosa.,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC3639165.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/
nan,PMC8044432,nan,GeneLab: Omics database for spaceflight experiments,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC8044432.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/
nan,PMC7778922,nan,NASA GeneLab: Interfaces for the exploration of space omics data,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7778922.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778922/
nan,PMC7870178,nan,Comprehensive multi-omics analysis reveals mitochondrial stress as a central biological hub for spaceflight impact,,C:\Users\hj045\OneDrive\Desktop\test34\outputs\pmc_xml\PMC7870178.xml,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/
